f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15
59.3114528748451,105.025776591343,154.23602424723,158.792842175181,194.236859473348,289.887001264608,304.215555722774,338.380141882243,423.03577545538,458.339378676809,485.525134090735,562.050176510445,567.142320995697,612.503619606769,741.02774237317
59.3114528748783,105.02577658652,154.236024243079,158.792842184256,194.236859467169,289.887001265272,304.215555732217,338.380141886645,423.035775433813,458.339378675039,485.525134073772,562.050176513303,567.142320992236,612.503619590342,741.022846205935
59.311452875312,105.025776585546,154.236024256916,158.79284216847,194.236859481174,289.887001251136,304.215555713192,338.380141895869,423.035775449464,458.339378672816,485.525134102407,562.050176508874,567.142320998529,612.503619623139,741.025110158801
59.311452875312,105.025776585546,154.236024256916,158.79284216847,194.236859481174,289.887001251136,304.215555713192,338.380141895869,423.035775449464,458.339378672816,485.525134102407,562.050176508874,567.142320998529,612.503619623139,741.025110158801
59.3114528748451,105.025776591343,154.23602424723,158.792842175181,194.236859473348,289.887001264608,304.215555722774,338.380141882243,423.03577545538,458.339378676809,485.525134090735,562.050176510445,567.142320995697,612.503619606769,741.02774237317
59.3114528751583,105.025776589206,154.236024244351,158.792842182394,194.236859470886,289.88700126536,304.215555726408,338.380141885008,423.035775429735,458.339378673383,485.52513408129,562.050176513712,567.142320989213,612.503619589398,741.022669827727
59.311452875312,105.025776585546,154.236024256916,158.79284216847,194.236859481174,289.887001251136,304.215555713192,338.380141895869,423.035775449464,458.339378672816,485.525134102407,562.050176508874,567.142320998529,612.503619623139,741.025110158801
59.3114528726903,105.025776587798,154.236024244855,158.792842183422,194.2368594708,289.88700126256,304.215555735892,338.380141884281,423.03577543749,458.339378673986,485.525134074548,562.050176512952,567.142321002638,612.503619593613,741.024561979786
59.311452875312,105.025776585546,154.236024256916,158.79284216847,194.236859481174,289.887001251136,304.215555713192,338.380141895869,423.035775449464,458.339378672816,485.525134102407,562.050176508874,567.142320998529,612.503619623139,741.025110158801
59.3114528726903,105.025776587798,154.236024244855,158.792842183422,194.2368594708,289.88700126256,304.215555735892,338.380141884281,423.03577543749,458.339378673986,485.525134074548,562.050176512952,567.142321002638,612.503619593613,741.024561979786
